codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_elemento_despesa,nome_elemento_despesa,valor_total_fixado
48,201000,3,3,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,1000.0
48,201000,3,3,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,4,4,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201000,4,4,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,250000.0
48,201000,4,4,31901300,OBRIGACOES PATRONAIS,45000.0
48,201000,4,4,31909100,SENTENCAS JUDICIAIS,600000.0
48,201000,4,4,31909200,DESPESAS DE EXERCICIOS ANTERIORES,2000.0
48,201000,4,4,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,1000.0
48,201000,4,4,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,1000.0
48,201000,4,4,33901400,DIARIAS - CIVIL,30000.0
48,201000,4,4,33903000,MATERIAL DE CONSUMO,5000.0
48,201000,4,4,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,5000.0
48,201000,4,4,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,15000.0
48,201000,4,4,33909100,SENTENCAS JUDICIAIS,5000.0
48,201000,4,4,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,4,4,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,35000.0
48,201000,5,5,31900100,APOSENTADORIAS E REFORMAS,30000.0
48,201000,5,5,31900300,PENSOES,180000.0
48,201000,5,5,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201000,5,5,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,320000.0
48,201000,5,5,31901300,OBRIGACOES PATRONAIS,80000.0
48,201000,5,5,31909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201000,5,5,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,1000.0
48,201000,5,5,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,1000.0
48,201000,5,5,33901400,DIARIAS - CIVIL,10000.0
48,201000,5,5,33903000,MATERIAL DE CONSUMO,10000.0
48,201000,5,5,33903500,SERVICOS DE CONSULTORIA,1000.0
48,201000,5,5,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,5000.0
48,201000,5,5,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,30000.0
48,201000,5,5,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,5,5,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,5000.0
48,201000,6,6,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201000,6,6,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,300000.0
48,201000,6,6,31901300,OBRIGACOES PATRONAIS,80000.0
48,201000,6,6,31909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201000,6,6,33901400,DIARIAS - CIVIL,15000.0
48,201000,6,6,33903000,MATERIAL DE CONSUMO,40000.0
48,201000,6,6,33903500,SERVICOS DE CONSULTORIA,1000.0
48,201000,6,6,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,10000.0
48,201000,6,6,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,500000.0
48,201000,6,6,33904700,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,218000.0
48,201000,6,6,33909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201000,6,6,33909300,INDENIZACOES E RESTITUICOES,1000.0
48,201000,6,6,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000.0
48,201000,6,6,46907100,PRINCIPAL DA DIVIDA CONTRATUAL RESGATADO,1000000.0
48,201000,7,7,31900400,CONTRATACAO POR TEMPO DETERMINADO,91000.0
48,201000,7,7,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,406000.0
48,201000,7,7,31901300,OBRIGACOES PATRONAIS,96500.0
48,201000,7,7,31909200,DESPESAS DE EXERCICIOS ANTERIORES,2000.0
48,201000,7,7,33504300,SUBVENCOES SOCIAIS,1000.0
48,201000,7,7,33901400,DIARIAS - CIVIL,20000.0
48,201000,7,7,33903000,MATERIAL DE CONSUMO,354000.0
48,201000,7,7,33903100,PREMIACOES CULT.ART.CIENT.DESP.E OUTRAS,4000.0
48,201000,7,7,33903200,MATERIAL DE DISTRIBUICAO GRATUITA,28000.0
48,201000,7,7,33903500,SERVICOS DE CONSULTORIA,1000.0
48,201000,7,7,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,288000.0
48,201000,7,7,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,863000.0
48,201000,7,7,33909200,DESPESAS DE EXERCICIOS ANTERIORES,7000.0
48,201000,7,7,33909300,INDENIZACOES E RESTITUICOES,1000.0
48,201000,7,7,44905100,OBRAS E INSTALACOES,238500.0
48,201000,7,7,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,84000.0
48,201000,7,7,44906100,AQUISICAO DE IMOVEIS,5000.0
48,201000,8,8,31900400,CONTRATACAO POR TEMPO DETERMINADO,56000.0
48,201000,8,8,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,590000.0
48,201000,8,8,31901300,OBRIGACOES PATRONAIS,90000.0
48,201000,8,8,31909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201000,8,8,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,20000.0
48,201000,8,8,33901400,DIARIAS - CIVIL,20000.0
48,201000,8,8,33903000,MATERIAL DE CONSUMO,265000.0
48,201000,8,8,33903100,PREMIACOES CULT.ART.CIENT.DESP.E OUTRAS,10000.0
48,201000,8,8,33903200,MATERIAL DE DISTRIBUICAO GRATUITA,5000.0
48,201000,8,8,33903500,SERVICOS DE CONSULTORIA,3000.0
48,201000,8,8,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,262000.0
48,201000,8,8,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,1190000.0
48,201000,8,8,33904700,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,20000.0
48,201000,8,8,33909200,DESPESAS DE EXERCICIOS ANTERIORES,7000.0
48,201000,8,8,44905100,OBRAS E INSTALACOES,355000.0
48,201000,8,8,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,122000.0
48,201000,8,8,44906100,AQUISICAO DE IMOVEIS,5000.0
48,201000,9,9,31900400,CONTRATACAO POR TEMPO DETERMINADO,4879000.0
48,201000,9,9,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,5225000.0
48,201000,9,9,31901300,OBRIGACOES PATRONAIS,1439000.0
48,201000,9,9,31909200,DESPESAS DE EXERCICIOS ANTERIORES,89000.0
48,201000,9,9,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,10000.0
48,201000,9,9,32909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,9,9,33901400,DIARIAS - CIVIL,59000.0
48,201000,9,9,33903000,MATERIAL DE CONSUMO,1320000.0
48,201000,9,9,33903100,PREMIACOES CULT.ART.CIENT.DESP.E OUTRAS,1000.0
48,201000,9,9,33903200,MATERIAL DE DISTRIBUICAO GRATUITA,2000.0
48,201000,9,9,33903500,SERVICOS DE CONSULTORIA,2000.0
48,201000,9,9,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,395000.0
48,201000,9,9,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,4080000.0
48,201000,9,9,33904700,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,50000.0
48,201000,9,9,33909200,DESPESAS DE EXERCICIOS ANTERIORES,143000.0
48,201000,9,9,44905100,OBRAS E INSTALACOES,100000.0
48,201000,9,9,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,28000.0
48,201000,9,9,44906100,AQUISICAO DE IMOVEIS,2000000.0
48,201000,10,10,31900400,CONTRATACAO POR TEMPO DETERMINADO,5000.0
48,201000,10,10,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,300000.0
48,201000,10,10,31901300,OBRIGACOES PATRONAIS,60000.0
48,201000,10,10,31909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201000,10,10,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,5000.0
48,201000,10,10,33901400,DIARIAS - CIVIL,10000.0
48,201000,10,10,33903000,MATERIAL DE CONSUMO,320000.0
48,201000,10,10,33903500,SERVICOS DE CONSULTORIA,1000.0
48,201000,10,10,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,330000.0
48,201000,10,10,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,1750000.0
48,201000,10,10,33904700,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,1000.0
48,201000,10,10,33909200,DESPESAS DE EXERCICIOS ANTERIORES,100000.0
48,201000,10,10,44905100,OBRAS E INSTALACOES,1570000.0
48,201000,10,10,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000.0
48,201000,10,10,44906100,AQUISICAO DE IMOVEIS,20000.0
48,201000,11,11,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201000,11,11,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,120000.0
48,201000,11,11,31901300,OBRIGACOES PATRONAIS,15000.0
48,201000,11,11,31909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,11,11,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,2000.0
48,201000,11,11,33901400,DIARIAS - CIVIL,10000.0
48,201000,11,11,33903000,MATERIAL DE CONSUMO,30000.0
48,201000,11,11,33903500,SERVICOS DE CONSULTORIA,5000.0
48,201000,11,11,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,65000.0
48,201000,11,11,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,425000.0
48,201000,11,11,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,11,11,44905100,OBRAS E INSTALACOES,550000.0
48,201000,11,11,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,2000.0
48,201000,11,11,44906100,AQUISICAO DE IMOVEIS,5000.0
48,201000,12,12,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201000,12,12,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,850000.0
48,201000,12,12,31901300,OBRIGACOES PATRONAIS,120000.0
48,201000,12,12,31909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,12,12,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,1000.0
48,201000,12,12,33901400,DIARIAS - CIVIL,5000.0
48,201000,12,12,33901900,AUXILIO FARDAMENTO,3000.0
48,201000,12,12,33903000,MATERIAL DE CONSUMO,30000.0
48,201000,12,12,33903500,SERVICOS DE CONSULTORIA,1000.0
48,201000,12,12,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,15000.0
48,201000,12,12,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,30000.0
48,201000,12,12,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,12,12,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000.0
48,201000,13,13,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,80000.0
48,201000,13,13,31901300,OBRIGACOES PATRONAIS,16000.0
48,201000,13,13,33901400,DIARIAS - CIVIL,2000.0
48,201000,13,13,33903000,MATERIAL DE CONSUMO,57000.0
48,201000,13,13,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,65000.0
48,201000,13,13,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,107000.0
48,201000,13,13,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,13,13,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,5000.0
48,201000,14,14,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201000,14,14,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,160000.0
48,201000,14,14,31901300,OBRIGACOES PATRONAIS,20000.0
48,201000,14,14,33901400,DIARIAS - CIVIL,5000.0
48,201000,14,14,33903000,MATERIAL DE CONSUMO,18000.0
48,201000,14,14,33903100,PREMIACOES CULT.ART.CIENT.DESP.E OUTRAS,18000.0
48,201000,14,14,33903200,MATERIAL DE DISTRIBUICAO GRATUITA,10000.0
48,201000,14,14,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,16000.0
48,201000,14,14,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,456000.0
48,201000,14,14,33909200,DESPESAS DE EXERCICIOS ANTERIORES,3000.0
48,201000,14,14,44905100,OBRAS E INSTALACOES,200000.0
48,201000,14,14,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,7000.0
48,201000,15,15,31900400,CONTRATACAO POR TEMPO DETERMINADO,790000.0
48,201000,15,15,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,10380000.0
48,201000,15,15,31901300,OBRIGACOES PATRONAIS,2120000.0
48,201000,15,15,31909200,DESPESAS DE EXERCICIOS ANTERIORES,100000.0
48,201000,15,15,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,5000.0
48,201000,15,15,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,5000.0
48,201000,15,15,33901400,DIARIAS - CIVIL,30000.0
48,201000,15,15,33903000,MATERIAL DE CONSUMO,470000.0
48,201000,15,15,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,365000.0
48,201000,15,15,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,1445000.0
48,201000,15,15,33904700,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,100000.0
48,201000,15,15,33909200,DESPESAS DE EXERCICIOS ANTERIORES,31000.0
48,201000,15,15,44905100,OBRAS E INSTALACOES,400000.0
48,201000,15,15,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,45000.0
48,201000,16,16,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,50000.0
48,201000,16,16,31901300,OBRIGACOES PATRONAIS,10000.0
48,201000,16,16,33901400,DIARIAS - CIVIL,5000.0
48,201000,16,16,33903000,MATERIAL DE CONSUMO,1000.0
48,201000,16,16,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,5000.0
48,201000,16,16,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,10000.0
48,201000,16,16,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201000,16,16,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,1000.0
48,201000,18,18,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,75000.0
48,201000,18,18,31901300,OBRIGACOES PATRONAIS,24000.0
48,201000,18,18,33901400,DIARIAS - CIVIL,10000.0
48,201000,18,18,33903000,MATERIAL DE CONSUMO,10000.0
48,201000,18,18,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,10000.0
48,201000,18,18,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,10000.0
48,201000,18,18,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,10000.0
48,201000,99,99,99999900,RESERVA DE CONTINGENCIA,364000.0
48,201100,1,1,31900300,PENSOES,60000.0
48,201100,1,1,31900400,CONTRATACAO POR TEMPO DETERMINADO,10000.0
48,201100,1,1,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,1380000.0
48,201100,1,1,31901300,OBRIGACOES PATRONAIS,300000.0
48,201100,1,1,31909200,DESPESAS DE EXERCICIOS ANTERIORES,6000.0
48,201100,1,1,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,5000.0
48,201100,1,1,33901400,DIARIAS - CIVIL,30000.0
48,201100,1,1,33903000,MATERIAL DE CONSUMO,60000.0
48,201100,1,1,33903300,PASSAGENS E DESPESAS COM LOCOMOCAO,6000.0
48,201100,1,1,33903500,SERVICOS DE CONSULTORIA,120000.0
48,201100,1,1,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,120000.0
48,201100,1,1,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,280000.0
48,201100,1,1,33909200,DESPESAS DE EXERCICIOS ANTERIORES,12000.0
48,201100,1,1,44905100,OBRAS E INSTALACOES,30000.0
48,201100,1,1,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000.0
48,201100,1,1,46907100,PRINCIPAL DA DIVIDA CONTRATUAL RESGATADO,11000.0
48,201100,2,2,31900400,CONTRATACAO POR TEMPO DETERMINADO,5000.0
48,201100,2,2,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,500000.0
48,201100,2,2,31901300,OBRIGACOES PATRONAIS,100000.0
48,201100,2,2,31909200,DESPESAS DE EXERCICIOS ANTERIORES,20000.0
48,201100,2,2,33504100,CONTRIBUICOES,100000.0
48,201100,2,2,33901400,DIARIAS - CIVIL,50000.0
48,201100,2,2,33903000,MATERIAL DE CONSUMO,20000.0
48,201100,2,2,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,100000.0
48,201100,2,2,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,700000.0
48,201100,2,2,33909200,DESPESAS DE EXERCICIOS ANTERIORES,20000.0
48,201100,2,2,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,20000.0
48,201100,3,3,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,40000.0
48,201100,3,3,31901300,OBRIGACOES PATRONAIS,12000.0
48,201100,3,3,33901400,DIARIAS - CIVIL,15000.0
48,201100,4,4,31900400,CONTRATACAO POR TEMPO DETERMINADO,1000.0
48,201100,4,4,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,214000.0
48,201100,4,4,31901300,OBRIGACOES PATRONAIS,39200.0
48,201100,4,4,31909100,SENTENCAS JUDICIAIS,1200000.0
48,201100,4,4,31909200,DESPESAS DE EXERCICIOS ANTERIORES,2000.0
48,201100,4,4,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,5000.0
48,201100,4,4,33901400,DIARIAS - CIVIL,20600.0
48,201100,4,4,33903000,MATERIAL DE CONSUMO,2000.0
48,201100,4,4,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,2100.0
48,201100,4,4,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,32010.0
48,201100,4,4,33909100,SENTENCAS JUDICIAIS,45000.0
48,201100,4,4,33909200,DESPESAS DE EXERCICIOS ANTERIORES,1000.0
48,201100,4,4,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,3300.0
48,201100,5,5,31900100,"APOSENTADORIAS, RESERVA REMUN. E REFORMA",34807.0
48,201100,5,5,31900300,PENSOES,93305.0
48,201100,5,5,31900400,CONTRATACAO POR TEMPO DETERMINADO,19890.0
48,201100,5,5,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,800000.0
48,201100,5,5,31901300,OBRIGACOES PATRONAIS,65000.0
48,201100,5,5,31909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201100,5,5,31909400,INDENIZACOES E RESTITUICOES TRABALHISTAS,4000.0
48,201100,5,5,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,3000.0
48,201100,5,5,33901400,DIARIAS - CIVIL,8000.0
48,201100,5,5,33903000,MATERIAL DE CONSUMO,10000.0
48,201100,5,5,33903500,SERVICOS DE CONSULTORIA,40000.0
48,201100,5,5,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,5000.0
48,201100,5,5,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,60000.0
48,201100,5,5,33909200,DESPESAS DE EXERCICIOS ANTERIORES,3000.0
48,201100,5,5,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,10000.0
48,201100,6,6,31900400,CONTRATACAO POR TEMPO DETERMINADO,5000.0
48,201100,6,6,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,470000.0
48,201100,6,6,31901300,OBRIGACOES PATRONAIS,100000.0
48,201100,6,6,31909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201100,6,6,33901400,DIARIAS - CIVIL,5000.0
48,201100,6,6,33903000,MATERIAL DE CONSUMO,50000.0
48,201100,6,6,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,100000.0
48,201100,6,6,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,1000000.0
48,201100,6,6,33904700,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,680000.0
48,201100,6,6,33909200,DESPESAS DE EXERCICIOS ANTERIORES,20000.0
48,201100,6,6,33909300,INDENIZACOES E RESTITUICOES,5000.0
48,201100,6,6,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,10000.0
48,201100,6,6,46907100,PRINCIPAL DA DIVIDA CONTRATUAL RESGATADO,1200000.0
48,201100,6,6,99999900,RESERVA DE CONTINGENCIA,754250.0
48,201100,7,7,31900400,CONTRATACAO POR TEMPO DETERMINADO,33000.0
48,201100,7,7,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,600000.0
48,201100,7,7,31901300,OBRIGACOES PATRONAIS,100000.0
48,201100,7,7,31909200,DESPESAS DE EXERCICIOS ANTERIORES,25000.0
48,201100,7,7,31909600,RESSARCIMENTO DE DESP. DE PESSOAL REQUIS,60000.0
48,201100,7,7,33504300,SUBVENCOES SOCIAIS,5000.0
48,201100,7,7,33901400,DIARIAS - CIVIL,10000.0
48,201100,7,7,33903000,MATERIAL DE CONSUMO,472650.0
48,201100,7,7,33903100,PREMIACOES CULT.ART.CIENT.DESP.E OUTRAS,10000.0
48,201100,7,7,33903200,"MATERIAL, BEM OU SERV. P/ DIST. GRATUITA",62000.0
48,201100,7,7,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,557000.0
48,201100,7,7,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,328250.0
48,201100,7,7,33909200,DESPESAS DE EXERCICIOS ANTERIORES,12500.0
48,201100,7,7,33909300,INDENIZACOES E RESTITUICOES,10000.0
48,201100,7,7,44905100,OBRAS E INSTALACOES,573500.0
48,201100,7,7,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,206500.0
48,201100,7,7,44906100,AQUISICAO DE IMOVEIS,50000.0
48,201100,8,8,31900400,CONTRATACAO POR TEMPO DETERMINADO,11000.0
48,201100,8,8,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,370000.0
48,201100,8,8,31901300,OBRIGACOES PATRONAIS,104000.0
48,201100,8,8,31909200,DESPESAS DE EXERCICIOS ANTERIORES,10000.0
48,201100,8,8,33901400,DIARIAS - CIVIL,10000.0
48,201100,8,8,33903000,MATERIAL DE CONSUMO,861000.0
48,201100,8,8,33903200,"MATERIAL, BEM OU SERV. P/ DIST. GRATUITA",50000.0
48,201100,8,8,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,212000.0
48,201100,8,8,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,1402000.0
48,201100,8,8,33909200,DESPESAS DE EXERCICIOS ANTERIORES,20000.0
48,201100,8,8,44905100,OBRAS E INSTALACOES,400000.0
48,201100,8,8,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,100000.0
48,201100,9,9,31900400,CONTRATACAO POR TEMPO DETERMINADO,8470000.0
48,201100,9,9,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,6020000.0
48,201100,9,9,31901300,OBRIGACOES PATRONAIS,1166000.0
48,201100,9,9,31909200,DESPESAS DE EXERCICIOS ANTERIORES,30000.0
48,201100,9,9,32909200,DESPESAS DE EXERCICIOS ANTERIORES,5000.0
48,201100,9,9,33901400,DIARIAS - CIVIL,43000.0
48,201100,9,9,33903000,MATERIAL DE CONSUMO,1400000.0
48,201100,9,9,33903200,"MATERIAL, BEM OU SERV. P/ DIST. GRATUITA",10000.0
48,201100,9,9,33903600,OUTROS SERV. DE TERCEIROS PESSOA FISICA,426000.0
48,201100,9,9,33903900,OUTROS SERV. DE TERC. PESSOA JURIDICA,3665000.0
48,201100,9,9,33909200,DESPESAS DE EXERCICIOS ANTERIORES,126000.0
48,201100,9,9,44905100,OBRAS E INSTALACOES,200000.0
48,201100,9,9,44905200,EQUIPAMENTOS E MATERIAL PERMANENTE,114000.0
48,201100,9,9,44906100,AQUISICAO DE IMOVEIS,100000.0
48,201100,10,10,31900400,CONTRATACAO POR TEMPO DETERMINADO,5000.0
48,201100,10,10,31901100,VENCIMENTOS E VANT. FIXAS PESSOAL CIVIL,310000.0
48,201100,10,10,31901300,OBRIGACOES PATRONAIS,80000.0
