codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_elemento_despesa,tipo_fonte,codigo_fonte,valor_atual_categoria_economica,valor_orcado_categoria_economica
48,202400,21,21,8,243,131,2,68,0,33504100,1,500000000,0,20000
48,202400,22,22,8,244,137,2,71,0,31900400,1,500000000,0,10000
48,202400,23,23,4,122,37,2,72,0,31900400,1,500000000,0,25000
48,202400,24,24,8,244,137,2,73,0,31900400,1,500000000,0,10000
48,202400,25,25,8,241,121,2,130,0,31900400,1,500000000,0,5000
48,202400,27,27,18,541,401,2,75,0,33903000,1,899000002,0,15000
48,202400,28,28,8,122,37,2,76,0,31900400,1,500000000,0,10000
48,202400,30,30,4,124,42,2,80,0,31900400,1,500000000,0,10000
48,202400,31,31,4,122,37,2,81,0,31900400,1,500000000,0,10000
48,202400,32,32,13,392,307,1,34,0,44905100,1,500000000,0,20000
48,202400,34,34,4,129,37,2,87,0,31900400,1,500000000,0,50000
48,202400,35,35,4,122,37,2,122,0,31900400,1,500000000,0,10000
48,202400,36,36,12,122,37,1,32,0,44905100,1,500100100,0,40000
48,202400,37,37,10,122,37,2,36,0,31900400,1,500100200,0,50000
48,202400,39,39,4,122,37,2,133,0,31900400,1,500000000,0,5000
48,202400,40,40,27,122,37,2,135,0,31900400,1,500000000,0,5000
48,202400,41,41,23,695,536,2,138,0,31900400,1,500000000,0,3000
48,202400,42,42,23,691,491,2,140,0,31900400,1,500000000,0,10000
48,202400,43,45,4,122,37,2,141,0,31900400,1,500000000,0,8000
48,202400,44,44,4,182,107,2,142,0,31900400,1,500000000,0,5000
48,202400,44,46,18,544,412,2,143,0,31900400,1,500000000,0,10000
