codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_rubrica,tipo_fonte,codigo_fonte,descricao_rubrica,valor_previsto
48,201000,6,6,972201040000,0,0,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - IPI EXPORTACAO,-3600.0
48,201100,6,6,111202000000,0,0,IMPOSTO SOBRE A PROPRIEDADE PREDIAL TERRITORIAL URBANA,350000.0
48,201100,6,6,111204310000,0,0,IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE RENDIMENTOS DO TRABALHO,300000.0
48,201100,6,6,111204340000,0,0,IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE OUTROS RENDIMENTOS,41958.0
48,201100,6,6,111208000000,0,0,IMPOSTO SOBRE TRANSMISSAO DE BENS IMOVEIS - ITBI,150000.0
48,201100,6,6,111305010000,0,0,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA,800000.0
48,201100,6,6,112199000000,0,0,OUTRAS TAXAS PELO EXERCICIO DO PODER DE POLICIA,80000.0
48,201100,6,6,112299000000,0,0,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,200000.0
48,201100,6,6,122029000000,0,0,CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA,0.0
48,201100,6,6,132501020000,0,0,REC. DE REM. DE DEP. BANC. DE REC. VINC. - FUNDEB,30000.0
48,201100,6,6,132501030000,0,0,REC. DE REM. DE DEP. BANC. DE REC. VINC. - FUNDO DE SAUDE,60000.0
48,201100,6,6,132501050000,0,0,REC. DE REM. DE DEP. BANC. DE REC. VINC. - MDE,30000.0
48,201100,6,6,132501100000,0,0,REC. DE REC. DE DEP. BANC. DE REC. VINC. - FNAS,50000.0
48,201100,6,6,132501990000,0,0,REM. DE OUTROS DEP. BANC.DE RECUR. VINCULADO,20000.0
48,201100,6,6,132502990000,0,0,REMUNERACAO DE OUTROS DEPOSITOS DE RECURSOS NAO VINCULADOS,60000.0
48,201100,6,6,139000000000,0,0,OUTRAS RECEITAS PATRIMONIAIS,1000.0
48,201100,6,6,160099000000,0,0,OUTROS SERVICOS,5000.0
48,201100,6,6,172101020000,0,0,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS,24502972.5
48,201100,6,6,172101050000,0,0,COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,2000.0
48,201100,6,6,172109030000,0,0,TRANSFERENCIA SIMPLES NACIONAL - SNA,0.0
48,201100,6,6,172122200000,0,0,COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS,30000.0
48,201100,6,6,172122300000,0,0,COTA-PARTE ROYALTIES-COMPEN.FINANC.PELA PRODUC.PETRO-LEI 7.990/89,15000.0
48,201100,6,6,172122700000,0,0,COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP,230000.0
48,201100,6,6,172133111000,0,0,PISO DE ATENCAO BASICA FIXO (PAB FIXO),1500000.0
48,201100,6,6,172133113100,0,0,SAUDE DA FAMILIA,1400000.0
48,201100,6,6,172133113200,0,0,AGENTES COMUNITARIOS DE SAUDE,1350000.0
48,201100,6,6,172133113300,0,0,SAUDE BUCAL,300000.0
48,201100,6,6,172133121100,0,0,TETO FINANCEIRO,8200000.0
48,201100,6,6,172133131000,0,0,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,350000.0
48,201100,6,6,172133132000,0,0,VIGILANCIA SANITARIA,15000.0
48,201100,6,6,172133990000,0,0,OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO,300000.0
48,201100,6,6,172134010000,0,0,TRANSF.UNIAO-LOAS-PROGR.ACAO CONTINUADA,1000000.0
48,201100,6,6,172135010000,0,0,TRANSFERENCIAS DO SALARIO-EDUCACAO,300000.0
48,201100,6,6,172135020000,0,0,TRANSFERENCIAS DIRETAS DO FNDE - PROG. DINHEIRO DIRETO NA ESCOLA,15000.0
48,201100,6,6,172135030000,0,0,TRANSFERENCIAS DIRETA DO FNDE-PROG. NACIONAL ALIMENTACAO ESCOLAR,700000.0
48,201100,6,6,172135040000,0,0,TRAN.DIR.FNDE REF.AO PROGR.NACIONAL DE APOIO TRANSP.ESCOLAR-PNATE,400000.0
48,201100,6,6,172135050000,0,0,TRANSFERENCIA DO FNDE - BRASIL ALFABETIZADO,60000.0
48,201100,6,6,172135990000,0,0,OUTRAS TRANSF. DIR. FUND. NACIO. DESENVOLVIMENTO DA EDUCACAO-FNDE,100000.0
48,201100,6,6,172136000000,0,0,TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - LC. No 87/96,25000.0
48,201100,6,6,172199010000,0,0,TRANSFERENCIA SIMPLES NACIONAL,200000.0
48,201100,6,6,172199990000,0,0,DEMAIS TRANSFERENCIAS DA UNIAO,1200000.0
48,201100,6,6,172201010000,0,0,COTA-PARTE DO ICMS,4200000.0
48,201100,6,6,172201020000,0,0,COTA-PARTE DO IPVA,1200000.0
48,201100,6,6,172201040000,0,0,COTA-PARTE DO IPI SOBRE EXPORTACAO,18000.0
48,201100,6,6,172201130000,0,0,COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO,220000.0
48,201100,6,6,172201140000,0,0,TRANSFERENCIA - FEX AUXILIO FINAN. P/ FOM. EXP.,0.0
48,201100,6,6,172299000000,0,0,OUTRAS TRANSFERENCIAS DOS ESTADOS,200000.0
48,201100,6,6,172401000000,0,0,TRANSF.RECUR.DO FUNDO DE MAN.DESENV. DA EDUCACAO BASICA - FUNDEB,15500000.0
48,201100,6,6,172402000000,0,0,TRANSFERENCIA DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDEB,4600000.0
48,201100,6,6,176199000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,1100000.0
48,201100,6,6,176299000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS,686000.0
48,201100,6,6,191138000000,0,0,MULTAS E JUROS DE MORA DO IPTU,1000.0
48,201100,6,6,191948000000,0,0,MULTAS APLICADAS PELOS TRIBUNAIS DE CONTAS,20000.0
48,201100,6,6,192199000000,0,0,OUTRAS INDENIZACOES,1000.0
48,201100,6,6,192299000000,0,0,OUTRAS RESTITUICOES,10000.0
48,201100,6,6,193111000000,0,0,RECEITA DA DIVIDA ATIVA DO I.P.T.U.,130664.0
48,201100,6,6,193199010000,0,0,RECEITA DA DIVIDA ATIVA DE OUTROS TRIBUTOS - PRINCIPAL,100000.0
48,201100,6,6,193299010000,0,0,RECEITA DA DIVIDA ATIVA NAO-TRIBUTARIA DE OUTRAS REC. - PRINCIPAL,30000.0
48,201100,6,6,199099000000,0,0,OUTRAS RECEITAS,100000.0
48,201100,6,6,221900000000,0,0,ALIENACAO DE OUTROS BENS MOVEIS,0.0
48,201100,6,6,242199000000,0,0,OUTRAS TRANSFERENCIAS DA UNIAO,4000000.0
48,201100,6,6,242299000000,0,0,OUTRAS TRANSFERENCIAS DOS ESTADOS,1300000.0
48,201100,6,6,247199000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIO DA UNIAO,1000000.0
48,201100,6,6,247299000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS,500000.0
48,201100,6,6,972101020000,0,0,DEDUCAO DE RECEITA DO FPM - FUNDEB E REDUTOR FINANCEIRO,-4900594.5
48,201100,6,6,972101050000,0,0,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - ITR,-400.0
48,201100,6,6,972136000000,0,0,DEDUCAO DE REC.P/FORM.DO FUNDEB-ICMS DESONERACAO LEI COMPL. 87/96,-5000.0
48,201100,6,6,972201010000,0,0,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - ICMS,-840000.0
48,201100,6,6,972201020000,0,0,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - IPVA,-240000.0
48,201100,6,6,972201040000,0,0,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - IPI EXPORTACAO,-3600.0
48,201200,6,6,111202000000,0,0,IMPOSTO SOBRE A PROPRIEDADE PREDIAL TERRITORIAL URBANA,408000.0
48,201200,6,6,111204310000,0,0,IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE RENDIMENTOS DO TRABALHO,800000.0
48,201200,6,6,111204340000,0,0,IMPOSTO DE RENDA RETIDO NAS FONTES SOBRE OUTROS RENDIMENTOS,5000.0
48,201200,6,6,111208000000,0,0,IMPOSTO SOBRE TRANSMISSAO DE BENS IMOVEIS - ITBI,400000.0
48,201200,6,6,111305010000,0,0,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA,1200000.0
48,201200,6,6,112199000000,0,0,OUTRAS TAXAS PELO EXERCICIO DO PODER DE POLICIA,115000.0
48,201200,6,6,112299000000,0,0,OUTRAS TAXAS PELA PRESTACAO DE SERVICOS,380000.0
48,201200,6,6,122029000000,0,0,CONTRIBUICAO PARA CUSTEIO DOS SERVICOS DE ILUMINACAO PYBLICA,150000.0
48,201200,6,6,132501020000,0,0,REC. DE REM. DE DEP. BANC. DE REC. VINC. - FUNDEB,100000.0
48,201200,6,6,132501030000,0,0,REC. DE REM. DE DEP. BANC. DE REC. VINC. - FUNDO DE SAUDE,15000.0
48,201200,6,6,132501050000,0,0,REC. DE REM. DE DEP. BANC. DE REC. VINC. - MDE,50000.0
48,201200,6,6,132501100000,0,0,REC. DE REC. DE DEP. BANC. DE REC. VINC. - FNAS,50000.0
48,201200,6,6,132501990000,0,0,REM. DE OUTROS DEP. BANC.DE RECUR. VINCULADO,30000.0
48,201200,6,6,132502990000,0,0,REMUNERACAO DE OUTROS DEPOSITOS DE RECURSOS NAO VINCULADOS,120000.0
48,201200,6,6,139000000000,0,0,OUTRAS RECEITAS PATRIMONIAIS,5000.0
48,201200,6,6,172101020000,0,0,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS,30100000.0
48,201200,6,6,172101050000,0,0,COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,5000.0
48,201200,6,6,172122200000,0,0,COTA-PARTE DA COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS,30000.0
48,201200,6,6,172122300000,0,0,COTA-PARTE ROYALTIES-COMPEN.FINANC.PELA PRODUC.PETRO-LEI 7.990/89,0.0
48,201200,6,6,172122700000,0,0,COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP,350000.0
48,201200,6,6,172133111000,0,0,PISO DE ATENCAO BASICA FIXO (PAB FIXO),1380000.0
48,201200,6,6,172133113100,0,0,SAUDE DA FAMILIA,1480000.0
48,201200,6,6,172133113200,0,0,AGENTES COMUNITARIOS DE SAUDE,1700000.0
48,201200,6,6,172133113300,0,0,SAUDE BUCAL,412000.0
48,201200,6,6,172133121000,0,0,LIMITE FINANCEIRO DA MAC AMBULATORIAL E HOSPITALAR,0.0
48,201200,6,6,172133121100,0,0,TETO FINANCEIRO,0.0
48,201200,6,6,172133131000,0,0,VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE,400000.0
48,201200,6,6,172133132000,0,0,VIGILANCIA SANITARIA,120000.0
48,201200,6,6,172133990000,0,0,OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO,8800000.0
48,201200,6,6,172134010000,0,0,TRANSF.UNIAO-LOAS-PROGR.ACAO CONTINUADA,1500000.0
48,201200,6,6,172135010000,0,0,TRANSFERENCIAS DO SALARIO-EDUCACAO,800000.0
48,201200,6,6,172135020000,0,0,TRANSFERENCIAS DIRETAS DO FNDE - PROG. DINHEIRO DIRETO NA ESCOLA,10000.0
48,201200,6,6,172135030000,0,0,TRANSFERENCIAS DIRETA DO FNDE-PROG. NACIONAL ALIMENTACAO ESCOLAR,800000.0
48,201200,6,6,172135040000,0,0,TRAN.DIR.FNDE REF.AO PROGR.NACIONAL DE APOIO TRANSP.ESCOLAR-PNATE,500000.0
48,201200,6,6,172135050000,0,0,TRANSFERENCIA DO FNDE - BRASIL ALFABETIZADO,0.0
48,201200,6,6,172135990000,0,0,OUTRAS TRANSF. DIR. FUND. NACIO. DESENVOLVIMENTO DA EDUCACAO-FNDE,60000.0
48,201200,6,6,172136000000,0,0,TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - LC. No 87/96,25000.0
48,201200,6,6,172199010000,0,0,TRANSFERENCIA DE RECURSOS DO SIMPLES NACIONAL,270000.0
48,201200,6,6,172199990000,0,0,DEMAIS TRANSFERENCIAS DA UNIAO,500000.0
48,201200,6,6,172201010000,0,0,COTA-PARTE DO ICMS,6200000.0
48,201200,6,6,172201020000,0,0,COTA-PARTE DO IPVA,1400000.0
48,201200,6,6,172201040000,0,0,COTA-PARTE DO IPI SOBRE EXPORTACAO,30000.0
48,201200,6,6,172201130000,0,0,COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO,150000.0
48,201200,6,6,172201990100,0,0,TRANSFERENCIA DO ESTADO PARA A SAUDE,500000.0
48,201200,6,6,172201990200,0,0,TRANSFERENCIA DO ESTADO PARA TRANSPORTE ESCOLAR,300000.0
48,201200,6,6,172299000000,0,0,OUTRAS TRANSFERENCIAS DOS ESTADOS,100000.0
48,201200,6,6,172401000000,0,0,TRANSF.RECUR.DO FUNDO DE MAN.DESENV. DA EDUCACAO BASICA - FUNDEB,19420000.0
48,201200,6,6,172402000000,0,0,TRANSFERENCIA DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDEB,8000000.0
48,201200,6,6,176199000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,500000.0
48,201200,6,6,176299000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS,500000.0
48,201200,6,6,191138000000,0,0,MULTAS E JUROS DE MORA DO IPTU,3000.0
48,201200,6,6,191948000000,0,0,MULTAS APLICADAS PELOS TRIBUNAIS DE CONTAS,30000.0
48,201200,6,6,192299000000,0,0,OUTRAS RESTITUICOES,20000.0
48,201200,6,6,193111000000,0,0,RECEITA DA DIVIDA ATIVA DO I.P.T.U.,60000.0
48,201200,6,6,193199010000,0,0,RECEITA DA DIVIDA ATIVA DE OUTROS TRIBUTOS - PRINCIPAL,20000.0
48,201200,6,6,193299010000,0,0,RECEITA DA DIVIDA ATIVA NAO-TRIBUTARIA DE OUTRAS REC. - PRINCIPAL,0.0
48,201200,6,6,199099000000,0,0,OUTRAS RECEITAS,100000.0
48,201200,6,6,221900000000,0,0,ALIENACAO DE OUTROS BENS MOVEIS,20000.0
48,201200,6,6,242199000000,0,0,OUTRAS TRANSFERENCIAS DA UNIAO,1850000.0
48,201200,6,6,242299000000,0,0,OUTRAS TRANSFERENCIAS DOS ESTADOS,1000000.0
48,201200,6,6,247199000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIO DA UNIAO,1500000.0
48,201200,6,6,247299000000,0,0,OUTRAS TRANSFERENCIAS DE CONVENIO DOS ESTADOS,1000000.0
48,201200,6,6,972101020000,0,0,DEDUCAO DE RECEITA DO FPM - FUNDEB E REDUTOR FINANCEIRO,-6020000.0
48,201200,6,6,972101050000,0,0,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - ITR,-1000.0
48,201200,6,6,972136000000,0,0,DEDUCAO DE REC.P/FORM.DO FUNDEB-ICMS DESONERACAO LEI COMPL. 87/96,-5000.0
48,201200,6,6,972201010000,0,0,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - ICMS,-1240000.0
48,201200,6,6,972201020000,0,0,DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB - IPVA,-280000.0
48,201200,6,6,972201040000,0,0,DEDUCAO DE RECEITA P/ FORMACAO DO FUNDEB - IPI EXPORTACAO,-6000.0
48,201300,6,6,111202000000,0,0,Imposto sobre a Propriedade Predial Territorial Urbana,400000.0
48,201300,6,6,111204310000,0,0,Imposto de Renda Retido nas Fontes sobre Rendimentos do Trabalho,600000.0
48,201300,6,6,111204340000,0,0,Imposto de Renda Retido nas Fontes sobre Outros Rendimentos,5000.0
48,201300,6,6,111208000000,0,0,Imposto sobre Transmissao de Bens Imoveis - ITBI,380000.0
48,201300,6,6,111305010000,0,0,Imposto sobre Servicos de Qualquer Natureza,1300000.0
48,201300,6,6,112199000000,0,0,Outras Taxas pelo Exercicio do Poder de Policia,120000.0
48,201300,6,6,112299000000,0,0,Outras Taxas pela Prestacao de Servicos,400000.0
48,201300,6,6,123000000000,0,0,Contribuicao para o Custeio do Servico de Iluminacao Publica,800000.0
48,201300,6,6,132501020000,0,0,Rec. de Rem. de Dep. Banc. de Rec. Vinc. - FUNDEB,60000.0
48,201300,6,6,132501030000,0,0,Rec. de Rem. de Dep. Banc. de Rec. Vinc. - Fundo de Saude,20000.0
48,201300,6,6,132501050000,0,0,Rec. de Rem. de Dep. Banc. de Rec. Vinc. - MDE,40000.0
48,201300,6,6,132501100000,0,0,Rec. de Rec. de Dep. Banc. de Rec. Vinc. - FNAS,20000.0
48,201300,6,6,132501990000,0,0,Rem. de Outros Dep. Banc.de Recur. Vinculado,60000.0
48,201300,6,6,132502990000,0,0,Remuneracao de Outros Depositos de Recursos Nao Vinculados,40000.0
48,201300,6,6,139000000000,0,0,Outras Receitas Patrimoniais,1000.0
48,201300,6,6,172101020000,0,0,Cota-Parte do Fundo de Participacao dos Municipios,32100000.0
48,201300,6,6,172101050000,0,0,Cota-Parte do Imposto sobre a Propriedade Territorial Rural,6000.0
48,201300,6,6,172101130000,0,0,Cota-Parte da Contrib. de Intervencao no Dominio Economico,100000.0
48,201300,6,6,172122200000,0,0,Cota-Parte da Compensacao Financeira de Recursos Minerais,1000.0
48,201300,6,6,172122300000,0,0,Cota-Parte Royalties-Compen.Financ.pela Produc.Petro-Lei 7.990/89,20000.0
48,201300,6,6,172122700000,0,0,Cota-Parte do Fundo Especial do Petroleo - FEP,400000.0
48,201300,6,6,172133111000,0,0,Piso de Atencao Basica Fixo (PAB Fixo),1500000.0
48,201300,6,6,172133113100,0,0,Saude da Familia,1650000.0
48,201300,6,6,172133113200,0,0,Agentes Comunitarios de Saude,1700000.0
48,201300,6,6,172133113300,0,0,Saude Bucal,300000.0
48,201300,6,6,172133113900,0,0,Outros Programas Financ. por Transf. Fundo a Fundo,0.0
48,201300,6,6,172133121000,0,0,Limite Financeiro da Mac Ambulatorial e Hospitalar,5600000.0
48,201300,6,6,172133121100,0,0,Teto Financeiro,2200000.0
48,201300,6,6,172133121300,0,0,CEO - Centro Espec. Odontologica,0.0
48,201300,6,6,172133131000,0,0,Vigilancia Epidemiologica e Ambiental em Saude,130000.0
48,201300,6,6,172133132000,0,0,Vigilancia Sanitaria,200000.0
48,201300,6,6,172133133000,0,0,Outros Programas Financ. por Transf. Fundo a Fundo,0.0
48,201300,6,6,172133144000,0,0,Farmacia Popular do Brasil,0.0
48,201300,6,6,172133990000,0,0,Outros Programas Financ. por Transf. Fundo a Fundo,1200000.0
48,201300,6,6,172134010000,0,0,Transf.Uniao-Loas-Progr.Acao Continuada,1410000.0
48,201300,6,6,172135010000,0,0,Transferencias do Salario-Educacao,1000000.0
48,201300,6,6,172135020000,0,0,Transferencias Diretas do FNDE - Prog. Dinheiro Direto na Escola,10000.0
48,201300,6,6,172135030000,0,0,Transferencias Direta do FNDE-Prog. Nacional Alimentacao Escolar,800000.0
48,201300,6,6,172135040000,0,0,Tran.Dir.FNDE Ref.ao Progr.Nacional de Apoio Transp.Escolar-PNATE,400000.0
48,201300,6,6,172135050000,0,0,Trasnsferencia do FNDE Brasil Alfabetizado,100000.0
48,201300,6,6,172135990000,0,0,Outras Transf. Dir. Fund. Nacio. Desenvolvimento da Educacao-FNDE,100000.0
48,201300,6,6,172136000000,0,0,Transferencia Financeira do ICMS - Desoneracao - Lc. No 87/96,25000.0
48,201300,6,6,172199010000,0,0,Outras Transferencias do Simples Nacional,300000.0
48,201300,6,6,172199990000,0,0,Demais Transferencias da Uniao,300000.0
48,201300,6,6,172201010000,0,0,Cota-Parte do ICMS,5500000.0
