id,tweet_text,tweet_date,sentiment,query_used
1050785147052847104,"@Goncla_Silva és um gajo bacano, vê lá se não me aleijas mais, espero que tu e a Silva sejam muito felizes :))",Fri Oct 12 16:27:56 +0000 2018,1,:)
1050785125770948608,tou a ver videos de cabrinhas bebés :D,Fri Oct 12 16:27:51 +0000 2018,1,:)
1050785090484269056,"@Danniel_Sampa Vou verificar já o que está ocorrendo, Dan! Venha conversar comigo na DM pra gente conversar melhor, blz?! :) https://t.co/5yUsfK64x1",Fri Oct 12 16:27:42 +0000 2018,1,:)
1050785084540952576,@gabriolaz Quando for me chama? :),Fri Oct 12 16:27:41 +0000 2018,1,:)
1050785048834793474,"@bronza Se fosse só nariz... É olho, é ouvido... É preciso ser uma centopeia pra fazer voto útil no PT. :p",Fri Oct 12 16:27:32 +0000 2018,1,:)
1050785028316250114,"@SandwormPT O primeiro capítulo já está escrito. Tem gordas de cabelo vermelho, feministas peludas, um político obeso e o revisor da carris :-))))",Fri Oct 12 16:27:28 +0000 2018,1,:)
1050785006522642433,feliz dia :p https://t.co/uCgjbaGmfi,Fri Oct 12 16:27:22 +0000 2018,1,:)
1050784978248839171,@anadantassa_ Feliz dia das crianças :),Fri Oct 12 16:27:16 +0000 2018,1,:)
1050784928651255809,@tassiddm já tô calminha já :),Fri Oct 12 16:27:04 +0000 2018,1,:)
1050784847701176321,"@_pat3icia_ @FOX_PT Sem problema. Eu como vi muitas pessoas a reclamarem por causa da estreia da temporada ser tão tardia no nossa país, presumi que nem toda a gente tivesse conhecimento :)",Fri Oct 12 16:26:44 +0000 2018,1,:)
1050784833536962561,sou muito fotogênico :D https://t.co/0lSwaZGQvj,Fri Oct 12 16:26:41 +0000 2018,1,:)
1050784832308084736,"@RaiamMaia passei no concurso pra monlevade, só que demora a chamar e eu tenho que formar tambem antes para ter o título, vamos aguardar... hehehe ao menos valeu a jornada :D",Fri Oct 12 16:26:41 +0000 2018,1,:)
1050784787852607494,Sexta linda :) https://t.co/wWKZZMKvaj,Fri Oct 12 16:26:30 +0000 2018,1,:)
1050784712602636288,"Feliz dia das crianças :) Eu e Lula, amigos desde 2000. https://t.co/bkkDcEHi8d",Fri Oct 12 16:26:12 +0000 2018,1,:)
1050784680230948864,@LucioMarinell Google it :). Não sofra com recursos,Fri Oct 12 16:26:05 +0000 2018,1,:)
1050784671557197825,Quero agradecer aos novos seguidores. Eu ainda estou aqui graças a vcs! :),Fri Oct 12 16:26:02 +0000 2018,1,:)
1050784658366111749,Já estou na #BGS2018 :),Fri Oct 12 16:25:59 +0000 2018,1,:)
1050784649557860352,"@tiavelhoca @creyto_ @broaordinaria @ClintPugstwood @bonitoporbosta @_malimallu @celsorodrigo_ @flcampagna @BrunoSuba Olar , tia :)",Fri Oct 12 16:25:57 +0000 2018,1,:)
1050784644898152448,@esdrasdourado @roxmo @LeoJaime Ah... Já que vc é da Bahia vai ficar mais fácil vc responder! :),Fri Oct 12 16:25:56 +0000 2018,1,:)
1050784634282405893,"Ora portanto, não há autocarro para sps, vou para Viseu e nem estou preocupada em arranjar boleia Estou a ignorar a situação :)",Fri Oct 12 16:25:54 +0000 2018,1,:)
1050784595560583171,@liracae E ele ainda compra pao de queijo pra mim e ri quando digo que tomo café sem açúcar. Meu sogro PM e minha sogra evangélica me amam ♡ Aceita :),Fri Oct 12 16:25:44 +0000 2018,1,:)
1050784556226367488,"estudando ao som de chuva (e vendo também, bem na minha frente :)",Fri Oct 12 16:25:35 +0000 2018,1,:)
1050784489633406976,"Ainda nesse contexto kids, os Leões de Israel também tem um trabalho parecido para as crianças. O álbum ""Little Lions"" já tem alguns anos, mas descobri há poucos meses. Muito bom :) https://t.co/ng2CWF8jgF #ReggaeBrasil #DiaDasCrianças",Fri Oct 12 16:25:19 +0000 2018,1,:)
1050784469232349185,Estou participando do top comentarista do blog @lendoapreciando. São quatro opções de livros incríveis! :) https://t.co/Sxr8vTV2yH,Fri Oct 12 16:25:14 +0000 2018,1,:)
1050784433559748609,#NCT127_Regular_Kor Regular :) https://t.co/MkIamPg4bB,Fri Oct 12 16:25:06 +0000 2018,1,:)
1050784305457315841,"@LucianoHuck Feliz dia das crianças pra todos nós, brasileiros!!!! :)",Fri Oct 12 16:24:35 +0000 2018,1,:)
1050784296833863681,":D #Minhas #Promessas Não Foram #Falsas, #Talvez #Precipitadas, ... [ #PartiuPalotinaCurtirFeriado ], ... \o https://t.co/ZygDkPBtAu",Fri Oct 12 16:24:33 +0000 2018,1,:)
1050784273400246272,"Uma coisa que nadja nunca será P R O T A G O N I S T A &lt;3 Mesmo eliminada sempre sendo lembrada e citada :) ""ANA PAULA PROTAGONISTA""",Fri Oct 12 16:24:28 +0000 2018,1,:)
1050784261773676544,Não des RT nas minhas cenas quando tu foste o mais lixo :),Fri Oct 12 16:24:25 +0000 2018,1,:)
1050784252562984960,Feliz dia das crianças :) ^^ https://t.co/3iqEvbCHhO,Fri Oct 12 16:24:23 +0000 2018,1,:)
1050784241213210624,@MFRmiku Só quero que você não morra :),Fri Oct 12 16:24:20 +0000 2018,1,:)
1050784241187983361,#NCT127_Regular_Kor JUNGWOO COM CABELO AZUL E O ATUAL :)) até porque ja tive o cabelo azul igual ao dele e tenho o cabelo (agora) igual ao dele :)) https://t.co/cLX1ohjtMf,Fri Oct 12 16:24:20 +0000 2018,1,:)
1050784239397064705,esperei o ônibus por 1h e ainda peguei errado :) feriadou,Fri Oct 12 16:24:19 +0000 2018,1,:)
1050784151979343873,feliz dia das crianças pra você que dá em cima das minas mesmo tendo namorada :),Fri Oct 12 16:23:59 +0000 2018,1,:)
1050784142835834880,@claaract_ De nada! :),Fri Oct 12 16:23:56 +0000 2018,1,:)
1050784108715171843,"O taehyung em Londres è uma das coisas mais bonitas que eu já vi,aquela cidade tem tudo haver com ele,ele tá tão feliz :)",Fri Oct 12 16:23:48 +0000 2018,1,:)
1050784101849067520,smp melhor q Drake :) https://t.co/tLKu32OZa0,Fri Oct 12 16:23:47 +0000 2018,1,:)
1050784056202448902,@HijitodeDios Te mando DM :) *Fons,Fri Oct 12 16:23:36 +0000 2018,1,:)
1050784039462948864,Kkkk rindo até 2030 :))))) https://t.co/GVasLnjb0K,Fri Oct 12 16:23:32 +0000 2018,1,:)
1050784028050251776,Feliz dia das crianças pra vc que é mal com outras pessoas para seus amigos te acharem legal :),Fri Oct 12 16:23:29 +0000 2018,1,:)
1050784006340562949,"ALGUÉM ( @fernandatrama ) não sossegava enquanto não fosse no restaurante-africano-que-tem-as-comidas-dos-livros-da-Chimamanda :P nham ""TÁ PAGO"" - @Cecillia @carolinacferr @samucamf @4samirexss @igorarigor https://t.co/8YZkC01jAW",Fri Oct 12 16:23:24 +0000 2018,1,:)
1050783973746577408,Hoje ta parecendo sabado to perdida :),Fri Oct 12 16:23:16 +0000 2018,1,:)
1050783874073149442,@Pirulla25 Vai lá e ensina pra ele :D,Fri Oct 12 16:22:52 +0000 2018,1,:)
1050783803868934145,@alice_carlette feliz em ver você feliz por me ver feliz :),Fri Oct 12 16:22:36 +0000 2018,1,:)
1050783801599819776,Minha tia não é facista! Nem a sua. Esse é o video mais importante dessa história toda. Se assistir até o fim ganha um brigadeiro! :) https://t.co/E8rXU8ZkK2,Fri Oct 12 16:22:35 +0000 2018,1,:)
1050783744280461313,@WeLovesT3ddy Obrigada!!! :),Fri Oct 12 16:22:21 +0000 2018,1,:)
1050783683639164928,@ddessah Oi! Ler para uma criança desde cedo ajuda muito no desenvolvimento e também a criatividade e imaginação. Você costuma ler para uma criança? :),Fri Oct 12 16:22:07 +0000 2018,1,:)
1050783657739386880,"@AngelaM61803112 fui sem vontade, mas gostei muito :)",Fri Oct 12 16:22:01 +0000 2018,1,:)
1050783645890433024,@cassiajohann pelo menos não ta se cagando e vomitando :D,Fri Oct 12 16:21:58 +0000 2018,1,:)
1050783616098287617,Está tudo bem :),Fri Oct 12 16:21:51 +0000 2018,1,:)
1050783609370673153,@t3ddyyyyy BRIGADUH &lt;3 :),Fri Oct 12 16:21:49 +0000 2018,1,:)
1050783595982393344,@imHaruyuki Ontem eu beijei meu namorado : ) Só que depois eu percebi que era um sonho :’’),Fri Oct 12 16:21:46 +0000 2018,1,:)
1050783589409976320,@rodrigocoelhoc Hahaha olha só! :D,Fri Oct 12 16:21:44 +0000 2018,1,:)
1050783589221261312,"Tu tem MT teta — não, tenho só duas mesmo :) https://t.co/aSCaGevdA3",Fri Oct 12 16:21:44 +0000 2018,1,:)
1050783587417710594,@nFleeur Naisuuu Agora vc precisa descansar molier! :),Fri Oct 12 16:21:44 +0000 2018,1,:)
1050783573333151751,Fingir que não me afeta :),Fri Oct 12 16:21:41 +0000 2018,1,:)
1050783564583833601,@DALSlN aceitei lá :D,Fri Oct 12 16:21:39 +0000 2018,1,:)
1050783511756636160,Brasileiro merece um troféu de ignorância :),Fri Oct 12 16:21:26 +0000 2018,1,:)
1050783498318036993,Me indique aqui uma música :),Fri Oct 12 16:21:23 +0000 2018,1,:)
1050783473517166592,a unica coisa radical q eu faço qnd mainha n ta em casa eh beber suco/refri na caneca pq ela odeia q eu faço isso :P,Fri Oct 12 16:21:17 +0000 2018,1,:)
1050783470052659200,@sweet_lady_jane Oie! Que ótimo saber que você gostou. A gente acredita muito nessa causa. Você tem o hábito de ler para uma criança? :),Fri Oct 12 16:21:16 +0000 2018,1,:)
1050783415476338689,E eu não posso sair de casa para assistir :) https://t.co/RMbDVkhFRr,Fri Oct 12 16:21:03 +0000 2018,1,:)
1050783374237978624,NÃO FAÇO MAIS QUESTÃO :),Fri Oct 12 16:20:53 +0000 2018,1,:)
1050783322220171265,o primeiro a mandar a skin ganha 1 thumb :p,Fri Oct 12 16:20:41 +0000 2018,1,:)
1050783278519726082,"Amo o twitter pq posso desabafar e além de eu ser flop e ninguém me aguentar reclamando, minha família não ta aqui pra ver o quão eu quero morrer e os planos que eu tenho pra me matar :)",Fri Oct 12 16:20:30 +0000 2018,1,:)
1050783234831859712,Média? Isso choro eu em 1 mês :) https://t.co/s07JdQqT4A,Fri Oct 12 16:20:20 +0000 2018,1,:)
1050783197758394368,É da VIDA mesmo :) seguindo S2,Fri Oct 12 16:20:11 +0000 2018,1,:)
1050783185200656384,oi gente hoje é meu aniversário :),Fri Oct 12 16:20:08 +0000 2018,1,:)
1050783132985774082,@animal_slb @EPlurCorruptum @xiquinhorabeta @HugoGil07 @boloposte Nem mais :),Fri Oct 12 16:19:56 +0000 2018,1,:)
1050783106658119680,"@zepaulo2018 @Henrique0001101 @Th3Heartless_ @GigglyGiu @Luciazia @LukeMacducci @Haddad_Fernando Na verdade é em todos os lugares do mundo mesmo, menos na cabeça de gente como você :)",Fri Oct 12 16:19:49 +0000 2018,1,:)
1050783084428357632,"@themxre minha melhor virtude, bby. :D",Fri Oct 12 16:19:44 +0000 2018,1,:)
1050783035178782720,@caterpillarrai @MassimoCirri @RaiRadio2 @RegataBarcolana ...e con @Lauratroja naturalmente :))),Fri Oct 12 16:19:32 +0000 2018,1,:)
1050783035048828928,Hmm vou torrar a Internet ouvindo música no Spotify :P,Fri Oct 12 16:19:32 +0000 2018,1,:)
1050783033350074368,"@ClarapsilvaM Lacoste é melhor? 😂😂😂😂 Eu disse que não dava 100€ pelo polo da Fred Perry, mas preço/qualidade, no mercado não há melhor :)",Fri Oct 12 16:19:32 +0000 2018,1,:)
1050783019886358533,"@SandwormPT eheheheheheh! Fazes bem senão eu esqueço-me. Já estou a pensar noutro quando acabar este, vamos ver o que sai :-)))",Fri Oct 12 16:19:29 +0000 2018,1,:)
1050783009300013061,@WorksHype :D tenho chance ae ? kkkk https://t.co/jJAjIxxynG,Fri Oct 12 16:19:26 +0000 2018,1,:)
1050782886436249600,@emmarobertspt @FOX_PT Eu sei! Mas muito obrigada na mesma :),Fri Oct 12 16:18:57 +0000 2018,1,:)
1050782865150173184,mas não roubou ninguém :) https://t.co/5C2wcqgRWr,Fri Oct 12 16:18:52 +0000 2018,1,:)
1050782832044531717,@AnaaCaroliny vem aqui pra casa :),Fri Oct 12 16:18:44 +0000 2018,1,:)
1050782811773423618,Uma cliente da minha madrinha disse que eu tinha um rabo redondinho daqueles que ela gosta de apalpar :-),Fri Oct 12 16:18:39 +0000 2018,1,:)
1050782809172992000,É pq ela baba no Bozão hahahahah :P https://t.co/vi98J3rZKI,Fri Oct 12 16:18:38 +0000 2018,1,:)
1050782769511616512,ficar sentado na sua casinha e encher os stories de discurso de ódio não resolve nada viu mores :D,Fri Oct 12 16:18:29 +0000 2018,1,:)
1050782705510682624,@CanAnlll :) 1000 paragraf,Fri Oct 12 16:18:14 +0000 2018,1,:)
1050782681997434882,@queirozthiagost nn esqueceu de 1 naum? :p https://t.co/ayfFIxb1b1,Fri Oct 12 16:18:08 +0000 2018,1,:)
1050782672719622145,"@giosanfilippo @gduvivier @rogerwaters Eu sei, não to criticando não, só trazendo mais informações úteis. Até por que a visão dos EUA sobre o comunismo continua errada :)",Fri Oct 12 16:18:06 +0000 2018,1,:)
1050782669343256577,"Se vos irrita pessoas andarem devagar a vossa frente, imagem pessoas conduzir a 20 numa zona onde podem andar a 80 :)",Fri Oct 12 16:18:05 +0000 2018,1,:)
1050782648606568448,"@aline_mermaid Esses óculos são puro estilo mesmo, hahah! :)",Fri Oct 12 16:18:00 +0000 2018,1,:)
1050782592923037696,"Oi, Lívia. Você transmite uma luz tão boa. Acredito que o universo fez com que eu pudesse saber que existe alguém parecido com... — Aaaa :))) fico muito feliz em ler essas coisas, eu realmente me esforço muito pra emanar uma ener... https://t.co/h0ylWIJtX4",Fri Oct 12 16:17:47 +0000 2018,1,:)
1050782569954983937,É hoje :))),Fri Oct 12 16:17:41 +0000 2018,1,:)
1050782567660773378,$5 cuidado com os falsos irmãos que estão sempre com você sempre se envolvendo nas mesmas balas existe muita maldade em silêncio :) #vou $$5,Fri Oct 12 16:17:41 +0000 2018,1,:)
1050782466196340736,Uma delas não me ignorou :),Fri Oct 12 16:17:17 +0000 2018,1,:)
1050782465806209024,@geovannabarrett vem me fazer companhia enquanto eu faço trabalho :-),Fri Oct 12 16:17:17 +0000 2018,1,:)
1050782463822315522,@Joanaferreirajf Sábado :)),Fri Oct 12 16:17:16 +0000 2018,1,:)
1050782458508140546,@folha Logico que não foi só a filha o pai tb ta apoiando :-),Fri Oct 12 16:17:15 +0000 2018,1,:)
1050782445338062848,Boo diia Povo :),Fri Oct 12 16:17:12 +0000 2018,1,:)
1050782391856316417,Lá porque sorrio não significa que seja feliz :)),Fri Oct 12 16:16:59 +0000 2018,1,:)
1050782339477983234,"independente de gostar apenas do que o fp produz, tenha respeito à pessoa que trabalha nos sons que viralizam no youtube, nas festinhas e nos bailes. hipocrisia master escutar um negro favelado e votar num candidato que tem aversão a minorias sociais :-)",Fri Oct 12 16:16:46 +0000 2018,1,:)
1050782330057580544,What thing do you take most pride in? — chegar onde eu tô hoje :) https://t.co/If05gEkCqK,Fri Oct 12 16:16:44 +0000 2018,1,:)
1050782327528452096,@SandwormPT hoje há taxímetro. E talvez poema lá no sítio das escritas :-))),Fri Oct 12 16:16:44 +0000 2018,1,:)
1050782325762600961,to feliz :))) primeira vez q eu falo isso com certeza desde o show do monsta,Fri Oct 12 16:16:43 +0000 2018,1,:)
1050782316572889089,Como vai o namoro — Melhor impossível :))) https://t.co/LLlCUCtuf0,Fri Oct 12 16:16:41 +0000 2018,1,:)
1050782311220961282,@simao647 Eu vou às 14 por causa do meu primo :),Fri Oct 12 16:16:40 +0000 2018,1,:)
1050782280875167744,@rizganxybn @muhiceter :)) mala te ava birayê ezîz. Ezê silavên te lê bikim.,Fri Oct 12 16:16:33 +0000 2018,1,:)
1050782219063742465,"@Senhor_A_ Obrigada, já sai! :)",Fri Oct 12 16:16:18 +0000 2018,1,:)
1050782209882447878,12/10/2018 Chego a casa e dou com isto! :D,Fri Oct 12 16:16:16 +0000 2018,1,:)
1050782167759028225,sei lá gostei :) https://t.co/n3dik38ztG,Fri Oct 12 16:16:06 +0000 2018,1,:)
1050782164214796293,@_Joanaims_ quando quiseres :) eu posso sempre bitch,Fri Oct 12 16:16:05 +0000 2018,1,:)
1050782146212843520,"eu corro atrás pra caralho, mas quando eu canso é adeus e bye bye, não adianta mais! :)",Fri Oct 12 16:16:00 +0000 2018,1,:)
1050782134959579136,comprei um cd novo :))),Fri Oct 12 16:15:58 +0000 2018,1,:)
1050782119599976448,"caraca, feliz dia das crianças :)) https://t.co/uH72Rguwa4",Fri Oct 12 16:15:54 +0000 2018,1,:)
1050782094278963201,@Dan_Schunck agora a tarde não sei mas de noite ba :) e vc?,Fri Oct 12 16:15:48 +0000 2018,1,:)
1050782062209167360,Eunso!:) https://t.co/1jAEiWYFYE,Fri Oct 12 16:15:40 +0000 2018,1,:)
1050782053149659137,Eu e a Yasmyn nascemos pra tomar no cu :),Fri Oct 12 16:15:38 +0000 2018,1,:)
1050782023999266816,dias das crianças :P https://t.co/HcZezo3v1H,Fri Oct 12 16:15:31 +0000 2018,1,:)
1050781997524836352,Não gosto de PSDB mas Doria LACROU d+ nesse horario eleitoral :D,Fri Oct 12 16:15:25 +0000 2018,1,:)
1050781993523445761,Votei nela :) https://t.co/dnYZ7cAJpx,Fri Oct 12 16:15:24 +0000 2018,1,:)
1050781981817139201,eu cortei o cabeloooo e mds eu gostei mt :)),Fri Oct 12 16:15:21 +0000 2018,1,:)
1050781970748334080,Tou bue feliz :))),Fri Oct 12 16:15:19 +0000 2018,1,:)
1050781962171019264,Guarde esta receita de peito de peru assado para um almoço em família :) https://t.co/8E2a6sUtA9 https://t.co/yFMJFpaDhh,Fri Oct 12 16:15:17 +0000 2018,1,:)
1050781942839463942,"Feliz dia das crianças para todos, incluindo as crianças que estão em eterna evolução num corpo adulto! :) https://t.co/uJudiXhbts",Fri Oct 12 16:15:12 +0000 2018,1,:)
1050781923939880960,Segue a gente no instagram :D https://t.co/uI0M4qA8Yu,Fri Oct 12 16:15:07 +0000 2018,1,:)
1050781918973833216,@jvreboucas O que eu acho engraçado nessa loucura de hoje vem gente me questionar o pq de ter a bandeira do Brasil na minha capa no Twitter... Ora bolas... Ela eata la desde q criei a conta :),Fri Oct 12 16:15:06 +0000 2018,1,:)
1050781912720179201,aqui era quadra se eu não tivesse esquecido da porra da hextec :) https://t.co/sse4T0KWSO,Fri Oct 12 16:15:05 +0000 2018,1,:)
1050781865458769922,"@CamiloRben Na boa, provavelmente só irei conseguir amanhã mas vamos lá ver :))",Fri Oct 12 16:14:53 +0000 2018,1,:)
1050781835666579457,Amizades começadas neste dia: Fernanda Oliveira Há 3 anos hoje Monica Morgante Há 4 anos hoje Simone Flor Há 5 anos hoje Marcio Rubens Há 8 anos hoje Flavia Gontijo Albernaz Há 9 anos hoje :D,Fri Oct 12 16:14:46 +0000 2018,1,:)
1050781821670166528,"Fizemos barro e deu nisto genteeeee , podiaaa ser piorrr HAHAHAHAHAH :) https://t.co/y0w8G7vT3d",Fri Oct 12 16:14:43 +0000 2018,1,:)
1050781811415093248,@RataoBorrachudo PS: A série é uma delicia! Estou adorando :D,Fri Oct 12 16:14:41 +0000 2018,1,:)
1050781799218143234,"tá todo mundo me tratando bem, as coisas estão dando certo, eu fiz um bom almoço e recebi elogio por isso, tô tão feliz :))))",Fri Oct 12 16:14:38 +0000 2018,1,:)
1050781784777076741,@MelodiaCristina olha... se calhar é isso. :),Fri Oct 12 16:14:34 +0000 2018,1,:)
1050781773767077888,Como é bom estar indecisa entre 2 outfits :),Fri Oct 12 16:14:32 +0000 2018,1,:)
1050781767727243264,Há 3 coisas certas no Mundo: 1) a morte; 2) os impostos; 3) os posts do NGB sobre passivos em que 2+2 não é = 4 mas sim = ao que ele quiser. :),Fri Oct 12 16:14:30 +0000 2018,1,:)
1050781738174205953,@VanTammen @joanamarques140 não perdes nada :),Fri Oct 12 16:14:23 +0000 2018,1,:)
1050781720805605376,espumando de ódio por dentro :),Fri Oct 12 16:14:19 +0000 2018,1,:)
1050781707388051457,Daria graças à Deus que não casamos :) Só. https://t.co/ORBGlPrNBA,Fri Oct 12 16:14:16 +0000 2018,1,:)
1050781705286680579,Boa noite. :) — Boa tarde :) https://t.co/HEUIdxNec0,Fri Oct 12 16:14:15 +0000 2018,1,:)
1050781662974541832,E nunca sabem em quem :) https://t.co/ymDs2TKBGv,Fri Oct 12 16:14:05 +0000 2018,1,:)
1050781639478009856,"@TAEYEONPROTECT peço desculpas pela generalização amiga, eu só queria ressaltar a hipocrisia da moça ali, não foi intencional :)",Fri Oct 12 16:14:00 +0000 2018,1,:)
1050781608633139201,@raffaelawh eu sei oh :),Fri Oct 12 16:13:52 +0000 2018,1,:)
1050781602723373057,:) oq q é suposto responder?,Fri Oct 12 16:13:51 +0000 2018,1,:)
1050781544837730304,@goku_zarolho @a_exandre @eiaugustes @selenamimos @blxckgirls Você não pode usar o SEU exemplo pra ditar o que acontece com a maioria :),Fri Oct 12 16:13:37 +0000 2018,1,:)
1050781541859827713,@FranciscoMarkes Já ninguém te liga! Nem os adeptos te respeitam! Já perceberam como é que ganharam o ano passado. Essa táctica não vai funcionar este ano. Nem dentro nem fora de campo :) Tic tac...,Fri Oct 12 16:13:36 +0000 2018,1,:)
1050781519948783620,Quem venceria? [] Um velhote 8-bits e seu chicote [] Uma armadura 2 gerações adiante Façam suas apostas! :P https://t.co/GaAP1gzTSd,Fri Oct 12 16:13:31 +0000 2018,1,:)
1050781451204091904,@twentyonepilots BARCELONA :),Fri Oct 12 16:13:15 +0000 2018,1,:)
1050781448754597888,A busca de Deus é a busca da alegria. O encontro com Deus é a própria alegria. Bom dia! : ),Fri Oct 12 16:13:14 +0000 2018,1,:)
1050781440785436673,"@felipevinha VAMO! Depois da BGS, beleza? Daí já vou reservar sala! @heyyjow e @joga_dan de acordo?? :D",Fri Oct 12 16:13:12 +0000 2018,1,:)
1050781415577739267,@elenalandau @anartam O Bolsonaro é libertário nos costumes. : ),Fri Oct 12 16:13:06 +0000 2018,1,:)
1050781381914255361,@_c0elh0 Vens fazer cmg no mesmo dia que eu for furar as orelhas :),Fri Oct 12 16:12:58 +0000 2018,1,:)
1050781336577998848,Cola que é sucesso :) https://t.co/3n18HVwPOX,Fri Oct 12 16:12:47 +0000 2018,1,:)
1050781275206938624,@THE_MQS @PdpSmurfa :) segui ae,Fri Oct 12 16:12:33 +0000 2018,1,:)
1050781233855287296,"""fuzilar esse povo todo"" esse é o cidadão de bem falando sobre o pessoal de esquerda :)",Fri Oct 12 16:12:23 +0000 2018,1,:)
1050781222996197376,Acelerei ele até o local que comprei o chopp e ele me pagou outro :),Fri Oct 12 16:12:20 +0000 2018,1,:)
1050781168940052480,minha internet so funciona o whats e eu n falo com ngm :) show,Fri Oct 12 16:12:07 +0000 2018,1,:)
1050781101243949056,Lembrando que quase bati no maluco ontem pq chutou meu colo de chopp :)),Fri Oct 12 16:11:51 +0000 2018,1,:)
1050781086182244352,ep 7 da temporada 19 dos simpsons tem uma referência ao videoclip da Here It Goes Again dos OK Go :))),Fri Oct 12 16:11:48 +0000 2018,1,:)
1050781036857188352,"gente na boa esquece ciro gomes. já foi, ja era enquanto ces ficam lamentando em rede social e falando ""ciro 2022"" corremos risco de nem ter eleições em 2022 foquem no atual candidato q ainda pode ser votado, que está no segundo turno: #Haddad13 :)",Fri Oct 12 16:11:36 +0000 2018,1,:)
1050781001805430784,"No final das contas minha irmã passou lá pegar. Realmente nada me fazia grande falta, menos o potinho de vidro tamanho perfeito pra beck dechavado que eu fiquei bem feliz em recuperar :)",Fri Oct 12 16:11:28 +0000 2018,1,:)
1050780928363167746,"@carolbalza Sim, dê mesmo! :-)",Fri Oct 12 16:11:10 +0000 2018,1,:)
1050780863032696832,"αmigo; eu to αqui prα ti pedir desculpαs em ti dαr os pαrαbéns αtrαsαdo ;x ‘αliαs como dizem, o que vαle é α intenção ’ mαis tomαrα que você tenhα; • muitα sαude’ • muito dinheiro no bolso’ • muitαs nαmorαdαs ‘ hoho (6)’ • muitα sorte em suα vidα :) αmovocêcαrã ♥ @J95PJ",Fri Oct 12 16:10:54 +0000 2018,1,:)
1050780860142764032,não devem ter casacos :),Fri Oct 12 16:10:54 +0000 2018,1,:)
1050780834498797571,"Não sou boa com textinhos. Mas mesmo assim, tinha que vir aqui parabenizar esse neném. Feliz aniversário anjinho! Você merece o mundo.. :) ❤ @BTS_twt #HAPPYJIMINDAY https://t.co/AyYjRDv8aM",Fri Oct 12 16:10:48 +0000 2018,1,:)
1050780818510110720,@Archarom @Archarom Caso seja preciso javardar ja sabes tens a malta da #majornartp pra te ajudar :),Fri Oct 12 16:10:44 +0000 2018,1,:)
1050780788441137152,@bangtangase pq depois se pode ser agora :),Fri Oct 12 16:10:37 +0000 2018,1,:)
1050780778773270528,"@Cavallo_Leoni as pessoas complicam, sempre :P",Fri Oct 12 16:10:34 +0000 2018,1,:)
1050780777133350912,@FarBRS Eu tbm n :),Fri Oct 12 16:10:34 +0000 2018,1,:)
1050780771680702474,@rehabasogul quantum 101 :p,Fri Oct 12 16:10:33 +0000 2018,1,:)
1050780747316031488,FAZENDO A OC DA @baaabysz_ e to achando esse desein muito ITI MALIA MEU DEUS DU CÉU :) https://t.co/DUPLxxjpyb,Fri Oct 12 16:10:27 +0000 2018,1,:)
1050780744329637890,"O inferno de terminar um relacionamento depois de muito tempo é que tem umas coisas que tinham uso compartilhado, aí você quer usar algo e tá com o ex :)",Fri Oct 12 16:10:26 +0000 2018,1,:)
